id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,source
783417,24,male,bca,3.05,69.3,no,5.5,poor,mixed,low,moderate,df2
783418,21,female,bca,4.73,93.5,yes,9.5,good,coaching,medium,hard,df2
783419,24,male,ba,0.38,75.0,yes,5.3,average,group study,high,moderate,df2
783420,17,female,bba,7.38,93.7,yes,7.1,poor,self-study,low,moderate,df2
783421,23,other,b.sc,6.09,69.7,yes,6.5,poor,online videos,high,moderate,df2
783422,21,female,b.sc,7.86,79.0,yes,8.4,poor,coaching,low,moderate,df2
783423,23,male,bca,1.51,92.4,yes,9.6,good,online videos,medium,easy,df2
783424,17,female,b.com,2.76,82.4,yes,4.6,average,coaching,high,easy,df2
783425,23,male,ba,0.93,42.0,yes,9.3,good,mixed,medium,hard,df2
783426,20,female,ba,4.19,81.4,yes,7.7,poor,coaching,high,easy,df2
783427,22,female,b.sc,3.86,90.4,yes,8.1,poor,mixed,medium,moderate,df2
783428,22,male,b.sc,6.43,61.5,yes,5.1,average,group study,low,moderate,df2
783429,23,male,b.sc,7.79,83.2,yes,5.4,poor,mixed,low,moderate,df2
783430,19,male,bba,0.23,59.1,yes,5.9,good,online videos,medium,easy,df2
783431,24,female,b.com,1.79,52.2,yes,8.5,poor,online videos,high,moderate,df2
783432,18,male,b.sc,0.93,48.8,yes,6.6,poor,online videos,high,moderate,df2
783433,23,male,ba,2.6,48.0,yes,4.3,poor,online videos,low,moderate,df2
783434,20,female,b.com,1.72,55.3,yes,5.1,average,self-study,medium,easy,df2
783435,20,male,b.tech,2.47,93.3,yes,5.7,average,self-study,high,moderate,df2
783436,18,male,ba,4.62,87.0,yes,7.9,average,online videos,high,hard,df2
783437,20,other,ba,1.3,56.9,yes,5.1,average,mixed,low,moderate,df2
783438,19,female,b.com,6.12,82.6,yes,7.9,average,online videos,medium,hard,df2
783439,21,female,b.com,0.84,94.5,no,4.1,average,group study,high,easy,df2
783440,18,other,b.sc,4.27,98.6,yes,4.3,poor,self-study,high,moderate,df2
783441,20,male,diploma,1.06,50.1,yes,5.6,poor,self-study,low,moderate,df2
783442,24,male,b.tech,1.76,91.9,yes,9.6,average,self-study,high,moderate,df2
783443,19,other,b.tech,0.78,89.6,yes,8.0,average,coaching,low,easy,df2
783444,18,other,b.sc,3.72,99.4,yes,7.9,poor,mixed,high,moderate,df2
783445,17,female,bca,1.45,99.4,yes,8.5,average,self-study,low,moderate,df2
783446,21,female,b.sc,7.9,51.2,yes,5.8,average,group study,high,easy,df2
783447,23,male,bba,5.01,92.0,yes,4.9,good,coaching,high,moderate,df2
783448,18,male,bba,6.32,40.6,yes,5.7,average,coaching,medium,moderate,df2
783449,20,other,bca,4.77,97.2,yes,5.2,poor,online videos,medium,easy,df2
783450,20,female,bba,5.19,70.8,yes,8.5,good,online videos,high,easy,df2
783451,24,female,bca,5.97,53.0,yes,9.0,good,mixed,medium,easy,df2
783452,24,female,bca,7.33,95.6,yes,9.6,average,online videos,medium,moderate,df2
783453,17,male,b.tech,2.89,66.2,yes,9.1,poor,coaching,medium,easy,df2
783454,20,other,b.sc,5.48,84.5,yes,4.2,good,group study,medium,moderate,df2
783455,18,other,ba,6.71,99.4,yes,4.4,poor,self-study,high,easy,df2
783456,24,male,b.sc,7.53,44.7,yes,8.1,poor,coaching,low,moderate,df2
783457,21,other,b.tech,3.11,82.6,yes,9.9,poor,mixed,high,easy,df2
783458,24,female,b.com,1.02,60.4,yes,6.4,good,online videos,medium,moderate,df2
783459,21,female,bba,7.6,51.8,yes,5.9,average,coaching,high,moderate,df2
783460,19,male,ba,6.19,63.3,yes,6.0,good,online videos,medium,moderate,df2
783461,17,female,b.tech,2.69,87.3,yes,7.3,poor,online videos,high,moderate,df2
783462,20,female,b.com,7.82,91.7,yes,7.0,good,mixed,medium,moderate,df2
783463,19,male,diploma,0.88,50.8,yes,5.2,poor,mixed,low,easy,df2
783464,21,female,b.com,6.12,48.0,yes,8.2,good,group study,medium,easy,df2
783465,24,male,b.com,0.08,87.0,yes,4.9,good,coaching,high,moderate,df2
783466,17,other,bba,3.15,77.9,yes,6.0,poor,online videos,medium,easy,df2
783467,22,male,b.sc,6.36,94.6,yes,9.2,poor,coaching,high,moderate,df2
783468,22,other,b.tech,1.11,85.2,yes,5.5,average,group study,medium,easy,df2
783469,21,female,bba,7.87,70.6,yes,6.8,average,group study,low,moderate,df2
783470,24,female,b.com,3.08,79.6,yes,9.7,average,group study,medium,moderate,df2
783471,20,male,bca,6.95,68.7,yes,4.4,good,coaching,high,hard,df2
783472,17,female,b.tech,6.97,92.5,yes,8.9,poor,coaching,medium,moderate,df2
783473,22,other,bba,7.24,69.7,yes,4.4,poor,online videos,high,easy,df2
783474,22,female,diploma,0.19,57.7,yes,9.5,average,coaching,low,moderate,df2
783475,22,male,b.sc,3.94,96.3,yes,4.9,average,online videos,medium,hard,df2
783476,22,female,ba,7.14,97.5,yes,4.2,average,coaching,low,moderate,df2
783477,19,other,diploma,1.1,73.1,yes,9.7,average,group study,high,easy,df2
783478,22,male,b.com,0.41,66.0,yes,7.1,good,self-study,high,hard,df2
783479,22,female,bba,1.68,67.3,yes,5.1,good,self-study,high,hard,df2
783480,19,male,b.tech,3.4,91.2,yes,8.9,good,online videos,high,moderate,df2
783481,20,other,ba,3.3,92.4,yes,8.1,poor,coaching,high,easy,df2
783482,19,female,b.tech,5.56,86.7,yes,6.3,good,coaching,low,moderate,df2
783483,21,female,b.com,1.08,42.5,yes,6.5,poor,group study,high,moderate,df2
783484,22,other,diploma,1.44,81.8,yes,9.9,poor,mixed,high,easy,df2
783485,20,other,ba,4.97,56.4,yes,7.5,average,self-study,high,easy,df2
783486,18,other,ba,7.74,74.2,yes,5.3,poor,self-study,high,moderate,df2
783487,24,other,diploma,5.63,44.2,yes,7.4,average,group study,low,easy,df2
783488,23,male,b.tech,2.3,84.1,yes,4.6,good,coaching,low,moderate,df2
783489,19,female,b.tech,6.03,81.0,yes,4.5,average,group study,medium,easy,df2
783490,21,male,ba,6.05,88.7,yes,4.7,average,coaching,low,hard,df2
783491,24,female,b.sc,5.86,87.7,yes,4.6,good,coaching,high,moderate,df2
783492,18,other,b.com,2.09,99.4,yes,5.8,good,online videos,medium,hard,df2
783493,19,male,b.sc,5.37,48.8,yes,7.9,good,online videos,low,hard,df2
783494,18,male,b.sc,2.03,50.7,yes,5.1,poor,group study,medium,moderate,df2
783495,19,female,b.sc,2.49,96.8,yes,6.2,poor,self-study,low,moderate,df2
783496,23,other,bca,1.79,73.6,yes,6.6,average,self-study,high,hard,df2
783497,23,other,b.tech,1.2,70.2,yes,6.3,poor,self-study,low,moderate,df2
783498,21,female,diploma,2.12,43.4,yes,7.3,average,group study,medium,moderate,df2
783499,18,other,ba,0.49,62.7,yes,5.5,good,group study,high,hard,df2
783500,22,male,bba,5.38,89.7,yes,6.8,poor,group study,low,easy,df2
783501,18,male,diploma,1.08,41.8,yes,4.2,average,mixed,low,moderate,df2
783502,19,male,diploma,0.61,76.5,no,5.5,average,group study,high,easy,df2
783503,17,other,b.sc,7.49,99.4,no,6.1,poor,mixed,high,moderate,df2
783504,21,male,b.sc,2.75,64.6,yes,4.4,good,mixed,high,moderate,df2
783505,24,other,ba,6.76,68.1,yes,9.2,good,mixed,medium,hard,df2
783506,20,male,bca,6.01,68.2,yes,7.1,poor,coaching,high,easy,df2
783507,23,female,b.com,6.64,59.1,no,5.9,good,coaching,medium,hard,df2
783508,21,female,b.tech,2.58,77.9,yes,7.1,poor,coaching,low,hard,df2
783509,21,female,b.com,0.16,77.0,yes,6.4,average,coaching,low,easy,df2
783510,19,female,ba,7.82,94.5,yes,9.6,good,self-study,low,moderate,df2
783511,19,male,b.sc,7.51,62.6,yes,4.4,average,online videos,high,easy,df2
783512,18,male,ba,0.41,66.5,no,8.8,average,mixed,high,moderate,df2
783513,20,female,b.tech,2.35,41.5,yes,9.8,poor,mixed,low,moderate,df2
783514,24,female,b.com,6.24,90.2,yes,9.2,good,mixed,low,hard,df2
783515,21,male,bba,5.77,98.7,no,5.9,good,coaching,medium,moderate,df2
783516,23,male,ba,2.81,75.1,yes,6.8,good,mixed,medium,easy,df2
783517,18,other,b.com,2.54,51.7,yes,9.8,good,self-study,medium,hard,df2
783518,19,female,b.tech,1.08,44.7,no,9.0,good,self-study,medium,moderate,df2
783519,20,male,b.sc,0.37,82.1,yes,4.1,poor,group study,low,moderate,df2
783520,21,male,bca,6.87,61.0,yes,7.8,average,mixed,low,moderate,df2
783521,17,other,bca,0.72,63.9,no,4.2,average,coaching,high,moderate,df2
783522,22,male,bca,6.48,77.0,yes,6.3,average,online videos,high,easy,df2
783523,20,female,b.tech,7.68,70.2,yes,6.5,average,group study,high,easy,df2
783524,17,male,b.com,6.25,88.2,yes,6.7,average,group study,medium,moderate,df2
783525,24,male,b.tech,6.59,72.8,yes,9.0,good,group study,low,moderate,df2
783526,23,male,bba,6.03,73.8,yes,5.9,good,self-study,medium,easy,df2
783527,20,female,b.sc,7.63,77.6,yes,6.3,average,coaching,low,easy,df2
783528,17,other,b.tech,4.64,46.6,yes,8.9,good,group study,low,hard,df2
783529,22,female,b.com,3.26,92.4,no,5.1,poor,coaching,low,hard,df2
783530,18,female,ba,0.26,56.0,yes,7.2,poor,self-study,low,moderate,df2
783531,19,female,ba,6.37,88.1,yes,7.1,poor,self-study,low,moderate,df2
783532,22,male,b.com,4.71,44.2,yes,8.9,average,coaching,low,easy,df2
783533,17,male,b.tech,4.79,71.3,yes,9.5,poor,self-study,low,moderate,df2
783534,20,male,bba,2.22,92.8,no,7.3,average,self-study,low,moderate,df2
783535,17,male,bba,4.46,61.7,yes,7.8,poor,mixed,medium,moderate,df2
783536,24,male,b.com,6.92,80.8,yes,5.7,average,online videos,high,easy,df2
783537,19,other,ba,5.49,93.0,yes,9.7,average,group study,low,easy,df2
783538,22,female,bba,2.78,66.9,yes,9.7,good,mixed,medium,hard,df2
783539,21,female,b.tech,0.41,79.0,yes,6.9,average,online videos,low,moderate,df2
783540,19,male,b.sc,2.12,62.9,yes,8.0,average,group study,low,moderate,df2
783541,21,other,ba,0.99,86.8,yes,9.4,poor,group study,high,moderate,df2
783542,24,female,b.sc,7.91,90.5,yes,6.8,average,online videos,low,moderate,df2
783543,17,male,bca,4.41,47.0,yes,7.7,good,mixed,low,easy,df2
783544,19,male,bba,6.14,89.1,yes,8.4,good,coaching,low,moderate,df2
783545,18,male,b.sc,1.54,95.3,yes,6.4,poor,self-study,low,moderate,df2
783546,21,female,b.com,5.3,88.7,yes,6.9,average,self-study,medium,moderate,df2
783547,20,other,diploma,6.69,54.1,no,8.5,good,self-study,low,easy,df2
783548,20,female,b.tech,7.03,85.7,yes,7.6,good,coaching,low,hard,df2
783549,18,female,bba,2.65,55.5,yes,9.3,average,coaching,low,moderate,df2
783550,22,other,b.sc,1.25,49.4,yes,4.4,poor,coaching,medium,hard,df2
783551,18,other,b.tech,3.34,65.9,yes,8.7,average,online videos,medium,moderate,df2
783552,23,female,b.com,1.68,77.1,yes,9.3,poor,self-study,high,moderate,df2
783553,24,male,b.sc,0.93,73.5,yes,4.5,poor,mixed,low,hard,df2
783554,24,female,b.sc,7.31,57.8,yes,7.6,average,online videos,low,easy,df2
783555,20,female,bca,3.97,46.8,yes,5.8,poor,mixed,low,easy,df2
783556,19,male,b.com,0.1,46.2,yes,7.3,poor,coaching,low,moderate,df2
783557,17,male,b.tech,1.44,86.8,yes,6.9,poor,coaching,medium,moderate,df2
783558,24,male,ba,0.08,50.1,yes,5.7,good,mixed,medium,easy,df2
783559,20,female,b.tech,6.56,80.0,yes,4.6,poor,coaching,high,hard,df2
783560,21,male,bca,0.08,76.3,yes,8.8,poor,group study,low,moderate,df2
783561,20,other,bca,7.47,96.3,yes,8.0,good,mixed,medium,hard,df2
783562,18,female,b.com,2.2,73.9,yes,9.9,poor,mixed,low,easy,df2
783563,23,female,b.com,5.89,84.9,yes,9.9,average,self-study,high,moderate,df2
783564,17,female,b.sc,3.17,62.6,yes,6.6,good,mixed,low,easy,df2
783565,21,male,b.tech,6.62,49.2,no,5.1,average,self-study,low,easy,df2
783566,19,other,b.sc,4.36,80.6,yes,5.9,good,coaching,medium,easy,df2
783567,18,other,bca,4.05,93.8,yes,8.3,poor,self-study,low,hard,df2
783568,24,female,b.com,1.26,89.5,yes,8.5,average,group study,low,hard,df2
783569,20,other,bba,4.05,77.8,yes,8.4,poor,group study,low,moderate,df2
783570,21,male,bca,3.5,52.5,yes,9.7,average,group study,low,moderate,df2
783571,19,other,bba,7.12,57.6,yes,9.7,average,self-study,medium,moderate,df2
783572,24,female,bca,2.13,88.4,yes,4.9,poor,self-study,high,easy,df2
783573,20,female,b.tech,1.76,56.1,yes,8.6,average,online videos,high,easy,df2
783574,19,other,b.tech,0.97,83.2,yes,8.6,good,coaching,high,moderate,df2
783575,20,male,b.sc,3.11,74.7,yes,6.3,poor,group study,high,easy,df2
783576,23,male,b.sc,5.27,40.6,no,5.1,poor,self-study,high,moderate,df2
783577,17,other,bca,6.75,87.4,yes,5.7,average,online videos,low,moderate,df2
783578,17,female,b.tech,4.08,70.9,yes,6.2,average,mixed,low,hard,df2
783579,22,other,b.sc,6.74,69.2,no,8.6,average,self-study,low,moderate,df2
783580,21,male,b.tech,4.29,51.3,no,4.1,good,group study,low,easy,df2
783581,18,male,b.tech,4.98,80.0,yes,6.4,poor,coaching,medium,moderate,df2
783582,17,other,b.com,1.37,76.4,yes,7.3,poor,coaching,low,moderate,df2
783583,18,male,b.tech,4.46,82.2,yes,8.7,average,self-study,medium,moderate,df2
783584,24,other,b.com,3.28,48.0,yes,4.1,poor,online videos,medium,hard,df2
783585,21,female,b.tech,1.46,97.0,yes,7.7,average,group study,medium,moderate,df2
783586,18,male,b.tech,2.08,41.1,yes,7.2,good,coaching,low,hard,df2
783587,20,male,b.sc,6.87,83.8,yes,4.4,average,online videos,low,moderate,df2
783588,21,other,bca,3.84,84.4,yes,4.2,good,group study,medium,moderate,df2
783589,24,other,diploma,6.79,53.5,yes,4.5,poor,self-study,low,moderate,df2
783590,17,female,bba,6.05,56.8,no,8.6,poor,mixed,high,moderate,df2
783591,21,female,b.sc,7.01,85.7,yes,8.6,average,online videos,low,moderate,df2
783592,22,male,diploma,2.89,89.0,yes,4.7,good,mixed,high,moderate,df2
783593,22,other,b.tech,6.38,78.9,yes,6.9,good,group study,medium,moderate,df2
783594,20,other,b.tech,6.97,86.1,no,6.1,average,coaching,high,hard,df2
783595,23,male,b.tech,3.67,71.2,yes,6.2,good,self-study,high,easy,df2
783596,17,female,b.com,0.84,83.8,no,4.1,average,online videos,low,easy,df2
783597,19,other,ba,4.49,65.5,yes,7.4,poor,online videos,low,moderate,df2
783598,24,female,bca,2.28,83.3,yes,9.7,good,mixed,medium,moderate,df2
783599,18,female,b.com,5.23,99.4,yes,6.5,poor,group study,medium,moderate,df2
783600,22,female,b.sc,7.91,90.4,yes,5.6,average,group study,low,easy,df2
783601,24,female,bba,6.37,70.9,yes,8.6,average,group study,high,hard,df2
783602,23,male,bba,2.8,47.7,yes,4.6,poor,mixed,medium,moderate,df2
783603,23,male,b.tech,4.69,82.9,yes,6.3,average,group study,high,easy,df2
783604,24,female,bba,1.9,77.4,yes,7.4,average,online videos,medium,moderate,df2
783605,23,other,b.com,4.98,87.9,yes,7.8,good,online videos,high,easy,df2
783606,17,female,b.sc,4.75,67.3,yes,6.3,average,online videos,high,moderate,df2
783607,19,female,b.sc,1.51,78.9,yes,5.0,poor,coaching,low,moderate,df2
783608,23,other,bca,6.42,62.6,yes,9.6,good,group study,medium,moderate,df2
783609,21,female,b.tech,2.94,96.7,no,4.1,poor,group study,low,moderate,df2
783610,18,other,b.com,6.66,57.5,yes,9.2,poor,self-study,medium,hard,df2
783611,18,other,b.sc,2.87,98.5,no,8.4,average,online videos,low,moderate,df2
783612,22,other,bba,3.63,83.8,yes,5.6,average,self-study,low,moderate,df2
783613,23,male,b.sc,0.59,49.2,yes,7.1,poor,mixed,medium,hard,df2
783614,23,male,bba,7.52,90.8,yes,6.7,average,mixed,high,moderate,df2
783615,23,male,b.sc,2.75,84.1,no,5.4,good,group study,low,moderate,df2
783616,24,male,bca,5.4,75.6,yes,7.8,good,mixed,medium,moderate,df2
783617,19,female,b.tech,2.83,81.1,yes,5.5,good,online videos,low,moderate,df2
783618,18,female,diploma,0.71,55.3,yes,7.2,poor,mixed,high,moderate,df2
783619,21,other,ba,5.69,94.7,yes,9.4,good,coaching,low,easy,df2
783620,17,male,b.sc,6.38,93.3,yes,5.3,poor,group study,high,moderate,df2
783621,20,male,b.sc,3.51,67.9,yes,7.1,average,mixed,high,hard,df2
783622,20,female,bca,5.81,66.4,yes,4.4,average,coaching,high,moderate,df2
783623,18,female,b.tech,0.08,44.9,yes,6.5,good,coaching,high,hard,df2
783624,18,male,bca,5.61,97.8,yes,7.8,average,self-study,high,easy,df2
783625,24,other,bca,4.38,74.2,yes,6.4,average,group study,medium,moderate,df2
783626,22,male,bca,4.72,75.2,yes,7.9,average,mixed,medium,moderate,df2
783627,22,male,ba,4.91,62.9,yes,7.5,average,online videos,medium,moderate,df2
783628,21,male,bca,2.17,73.4,yes,7.0,average,online videos,high,easy,df2
783629,22,other,b.com,5.68,93.3,yes,9.7,good,mixed,low,hard,df2
783630,22,female,b.com,5.99,65.6,yes,9.6,average,self-study,medium,easy,df2
783631,23,male,b.com,4.57,80.7,yes,9.6,poor,self-study,high,moderate,df2
783632,23,male,ba,2.35,60.4,yes,5.3,average,coaching,medium,easy,df2
783633,23,female,bca,6.81,78.9,no,6.2,good,online videos,medium,moderate,df2
783634,24,female,bba,4.11,91.2,yes,9.1,good,group study,medium,moderate,df2
783635,24,female,ba,5.61,94.0,yes,8.9,good,online videos,low,easy,df2
783636,20,female,b.sc,1.87,70.9,yes,6.2,poor,mixed,high,easy,df2
783637,19,female,b.sc,0.3,80.0,yes,8.7,poor,mixed,medium,moderate,df2
783638,20,other,b.com,2.38,88.1,yes,8.1,good,coaching,low,moderate,df2
783639,22,other,b.com,6.22,53.8,yes,6.5,average,self-study,high,easy,df2
783640,23,other,ba,1.44,44.7,yes,8.4,good,self-study,medium,moderate,df2
783641,20,other,diploma,3.14,95.8,yes,8.4,average,coaching,low,moderate,df2
783642,19,female,bba,4.97,83.9,yes,6.0,good,self-study,medium,moderate,df2
783643,17,other,b.tech,1.07,83.0,yes,9.0,good,online videos,low,moderate,df2
783644,18,male,bba,2.67,94.7,yes,8.3,poor,coaching,high,moderate,df2
783645,22,other,b.com,1.57,71.6,no,8.7,average,group study,low,hard,df2
783646,17,female,bca,0.22,52.1,yes,6.6,poor,self-study,low,easy,df2
783647,20,other,b.sc,2.48,68.3,no,5.5,poor,coaching,medium,easy,df2
783648,17,female,b.tech,1.18,42.7,yes,5.1,average,mixed,low,moderate,df2
783649,22,female,b.tech,7.2,90.0,yes,9.9,poor,online videos,medium,easy,df2
783650,18,female,b.com,2.67,46.5,yes,8.2,good,online videos,high,easy,df2
783651,18,other,bba,0.91,70.4,yes,8.7,average,coaching,medium,moderate,df2
783652,17,other,b.sc,2.79,60.5,yes,4.7,poor,mixed,medium,moderate,df2
783653,21,male,b.tech,0.66,96.1,no,7.4,poor,mixed,high,moderate,df2
783654,24,male,b.com,4.43,97.3,yes,5.1,poor,coaching,medium,easy,df2
783655,20,other,bba,0.75,81.5,yes,8.8,poor,online videos,high,moderate,df2
783656,22,male,bca,6.05,57.0,yes,6.3,average,mixed,medium,moderate,df2
783657,17,male,b.sc,6.88,99.4,yes,5.0,average,self-study,medium,moderate,df2
783658,19,other,b.tech,5.23,57.3,yes,9.5,poor,group study,low,moderate,df2
783659,19,other,b.com,7.76,69.7,yes,4.2,average,mixed,medium,easy,df2
783660,24,female,b.com,4.64,51.4,yes,6.2,good,self-study,medium,moderate,df2
783661,20,female,b.com,6.08,96.8,no,9.4,average,online videos,low,hard,df2
783662,20,other,ba,5.09,96.6,yes,5.4,good,coaching,high,moderate,df2
783663,19,male,bca,3.93,95.5,yes,9.3,poor,self-study,medium,moderate,df2
783664,17,female,b.com,5.65,81.3,yes,5.3,average,coaching,medium,easy,df2
783665,21,male,bca,5.01,51.9,yes,4.8,good,coaching,medium,hard,df2
783666,19,female,bba,1.17,89.3,yes,4.7,poor,group study,low,moderate,df2
783667,24,other,b.tech,1.47,73.7,yes,9.5,poor,online videos,medium,hard,df2
783668,21,female,b.com,1.01,72.1,yes,5.5,poor,group study,high,easy,df2
783669,22,male,b.tech,5.8,60.5,yes,7.5,average,online videos,medium,easy,df2
783670,19,other,b.com,1.05,46.2,yes,8.4,average,mixed,medium,hard,df2
783671,20,other,diploma,7.36,99.2,yes,9.9,good,online videos,medium,hard,df2
783672,18,male,b.tech,7.91,92.6,no,8.3,average,group study,high,easy,df2
783673,18,other,bca,4.19,62.1,yes,7.3,good,self-study,high,easy,df2
783674,21,male,b.sc,5.54,65.2,yes,4.2,poor,group study,low,easy,df2
783675,20,other,bba,6.72,78.8,yes,8.9,good,online videos,high,easy,df2
783676,20,male,b.com,0.5,89.9,yes,5.1,poor,group study,medium,easy,df2
783677,24,other,bca,4.13,77.8,yes,7.9,poor,mixed,high,hard,df2
783678,18,other,diploma,1.61,81.3,yes,9.1,good,group study,high,moderate,df2
783679,19,female,ba,6.81,89.8,yes,6.9,good,online videos,high,moderate,df2
783680,20,male,b.com,2.09,40.8,yes,5.2,good,self-study,medium,moderate,df2
783681,22,female,b.sc,7.87,71.0,yes,9.9,good,group study,high,moderate,df2
783682,22,other,bba,6.93,43.3,yes,4.2,average,mixed,medium,moderate,df2
783683,18,male,b.tech,6.2,83.3,yes,6.6,good,coaching,medium,moderate,df2
783684,20,male,b.tech,6.99,41.4,yes,5.4,poor,self-study,low,easy,df2
783685,19,other,b.tech,0.98,67.4,yes,6.1,average,self-study,low,hard,df2
783686,21,female,b.com,0.94,59.7,no,9.8,poor,online videos,medium,easy,df2
783687,18,other,b.com,7.32,99.2,yes,8.2,average,coaching,medium,easy,df2
783688,19,female,bca,2.12,41.0,no,4.9,poor,mixed,medium,moderate,df2
783689,21,female,b.sc,7.13,99.0,yes,7.9,average,coaching,low,moderate,df2
783690,20,female,b.com,0.17,81.0,yes,5.1,average,coaching,medium,moderate,df2
783691,18,female,b.sc,2.74,83.2,yes,5.8,poor,group study,medium,moderate,df2
783692,21,female,b.sc,7.16,69.2,no,6.2,good,group study,low,moderate,df2
783693,24,male,diploma,3.14,97.8,yes,4.1,poor,self-study,low,moderate,df2
783694,23,male,b.sc,2.59,99.4,yes,5.6,poor,coaching,high,easy,df2
783695,20,other,b.com,6.95,93.8,yes,6.8,average,mixed,medium,easy,df2
783696,17,other,ba,5.13,66.8,yes,9.9,average,coaching,high,easy,df2
783697,20,male,ba,0.08,96.9,yes,4.4,good,online videos,high,moderate,df2
783698,20,female,b.sc,4.12,86.7,yes,8.3,average,group study,high,moderate,df2
783699,18,male,bba,5.84,74.2,yes,9.4,good,online videos,low,moderate,df2
783700,17,female,bba,2.83,88.2,yes,4.2,good,group study,low,easy,df2
783701,21,other,diploma,6.97,51.2,no,9.8,average,mixed,medium,easy,df2
783702,18,male,b.tech,2.78,65.5,yes,4.1,poor,mixed,low,moderate,df2
783703,23,male,bba,0.09,99.0,yes,7.2,poor,online videos,medium,moderate,df2
783704,23,female,diploma,0.83,60.4,yes,4.2,good,online videos,medium,moderate,df2
783705,24,male,b.com,6.16,47.8,yes,6.8,good,group study,medium,easy,df2
783706,18,male,b.sc,1.79,72.5,yes,9.9,poor,mixed,high,moderate,df2
783707,20,female,bca,0.3,96.6,yes,6.6,good,online videos,low,easy,df2
783708,20,male,b.tech,2.66,68.5,yes,5.4,average,coaching,low,moderate,df2
783709,20,male,b.sc,2.29,72.6,yes,6.7,average,mixed,high,easy,df2
783710,24,other,b.sc,7.05,51.2,yes,6.2,good,group study,high,moderate,df2
783711,19,male,b.sc,2.81,68.9,yes,5.0,good,group study,low,moderate,df2
783712,17,other,b.tech,6.62,95.9,yes,9.5,good,online videos,medium,moderate,df2
783713,17,male,b.sc,4.66,67.8,yes,8.6,average,group study,low,moderate,df2
783714,23,female,b.tech,3.03,80.9,yes,7.9,good,group study,medium,hard,df2
783715,24,other,b.sc,4.86,74.2,yes,8.6,average,group study,medium,moderate,df2
783716,20,female,b.sc,0.65,77.3,yes,4.1,poor,online videos,high,hard,df2
783717,20,other,bca,4.23,51.3,yes,8.8,average,coaching,low,moderate,df2
783718,22,other,ba,0.72,51.6,yes,7.6,good,self-study,high,hard,df2
783719,23,male,b.sc,2.36,95.9,yes,8.1,good,coaching,low,moderate,df2
783720,20,female,b.sc,7.42,75.8,yes,6.2,good,coaching,medium,moderate,df2
783721,18,other,b.tech,1.47,55.3,yes,8.9,poor,self-study,low,hard,df2
783722,21,other,b.com,6.22,74.8,yes,8.2,average,group study,high,moderate,df2
783723,19,male,b.sc,3.43,94.0,yes,5.0,average,mixed,high,hard,df2
783724,22,other,bca,2.02,88.3,yes,6.7,good,coaching,high,moderate,df2
783725,17,male,bba,6.4,70.6,yes,6.6,good,group study,medium,moderate,df2
783726,18,female,b.com,3.39,88.5,yes,8.0,poor,self-study,high,moderate,df2
783727,17,other,bba,5.68,72.5,yes,8.5,poor,mixed,high,easy,df2
783728,24,male,bca,2.27,65.4,yes,6.5,good,self-study,low,moderate,df2
783729,20,female,ba,0.67,94.7,yes,4.5,good,group study,low,moderate,df2
783730,24,other,bba,2.71,68.7,yes,9.9,average,group study,high,easy,df2
783731,17,male,bba,5.42,60.4,yes,5.0,good,self-study,medium,moderate,df2
783732,23,female,b.tech,0.08,63.9,yes,7.0,poor,online videos,low,hard,df2
783733,19,male,b.sc,5.87,45.1,yes,6.8,poor,group study,low,easy,df2
783734,19,female,b.com,6.23,94.6,yes,5.0,good,online videos,high,easy,df2
783735,20,female,bca,4.72,98.4,yes,9.5,good,online videos,medium,hard,df2
783736,19,other,b.tech,6.75,56.7,yes,4.4,average,coaching,high,easy,df2
783737,17,other,bca,7.91,93.6,yes,6.6,average,group study,high,moderate,df2
783738,18,female,b.sc,7.75,67.6,yes,8.5,average,online videos,low,easy,df2
783739,21,female,b.tech,7.33,78.7,yes,5.9,poor,online videos,medium,moderate,df2
783740,24,female,b.tech,5.6,92.4,yes,9.9,good,online videos,high,easy,df2
783741,17,other,b.com,4.33,58.9,yes,8.9,poor,mixed,medium,moderate,df2
783742,19,other,b.sc,0.08,87.9,no,5.9,poor,mixed,medium,easy,df2
783743,20,male,b.tech,6.09,70.7,yes,5.8,good,online videos,medium,moderate,df2
783744,24,male,bba,5.57,58.2,yes,5.3,average,coaching,medium,easy,df2
783745,21,male,diploma,2.4,98.8,yes,5.9,poor,coaching,medium,moderate,df2
783746,21,female,bba,0.14,92.9,yes,4.2,poor,self-study,medium,moderate,df2
783747,21,male,ba,1.97,62.0,yes,7.1,poor,mixed,high,moderate,df2
783748,24,male,bca,0.44,70.5,yes,6.1,poor,coaching,low,moderate,df2
783749,24,other,b.tech,1.1,55.3,yes,9.7,average,coaching,medium,moderate,df2
783750,23,other,b.com,0.76,76.1,yes,6.6,average,self-study,medium,moderate,df2
783751,20,male,bca,7.81,57.4,yes,9.2,average,coaching,high,easy,df2
783752,19,other,b.tech,5.37,98.1,yes,9.8,average,mixed,high,moderate,df2
783753,19,other,b.tech,0.38,69.7,yes,8.6,poor,group study,high,moderate,df2
783754,17,male,b.com,7.28,86.7,yes,5.4,poor,self-study,low,easy,df2
783755,20,male,bba,0.93,72.4,yes,5.5,average,mixed,medium,moderate,df2
783756,22,male,b.sc,7.71,92.5,yes,9.4,good,mixed,high,easy,df2
